,fiscal_year,emissions,ticker,EBITDA,EBT,total_revenues,industry,company_name,out_shares,average_price,last_price
355,2018,1042471.705249984,CPFE3,5513.371,3150.818,28136.627,Electric Utilities,CPFL Energia S.A.,1017914746.0,23.453999982561385,28.850000381469727
356,2019,784637.820549989,CPFE3,6234.069,4175.859,29932.474,Electric Utilities,CPFL Energia S.A.,1152254440.0,31.210526416176243,35.54999923706055
357,2013,3202077.79479998,JBSS3,6195.405,1782.979,92902.798,Food Products,JBS S.A.,2867542344.0,7.155040335270666,8.770000457763672
358,2014,7306250.027199971,JBSS3,10352.022,4193.728,120469.719,Food Products,JBS S.A.,2894749826.0,8.93903225275778,11.149999618530273
359,2015,6225079.62720004,JBSS3,12789.486,7878.681,162914.526,Food Products,JBS S.A.,2856857505.0,14.359471549832724,12.350000381469727
360,2016,8298379.7354000695,JBSS3,11512.713,743.403,170380.526,Food Products,JBS S.A.,2718232194.0,10.708192733396967,11.399999618530273
361,2017,7831494.05620009,JBSS3,11140.222,1117.076,163169.981,Food Products,JBS S.A.,2728747412.0,9.096535425486527,9.8100004196167
362,2018,5900070.47179997,JBSS3,12106.576,-926.224,181680.244,Food Products,JBS S.A.,2713144447.0,9.671959207495865,11.59000015258789
363,2019,6209095.92039993,JBSS3,18286.748,7245.192,204523.575,Food Products,JBS S.A.,2665040729.0,22.6085019980365,25.799999237060547
364,2013,1457742.4681443297,CSAN3,1132.43,400.8713333333333,6277.691666666667,"Oil, Gas and Consumable Fuels",Cosan S.A.,440239977.0,9.753799050085005,8.794100761413574
365,2014,299078.2801800871,CSAN3,1549.549,613.771,8146.863,"Oil, Gas and Consumable Fuels",Cosan S.A.,442336977.0,8.3171554976894,7.212500095367432
366,2015,1164239.8887093812,CSAN3,1540.73,523.776,8349.181,"Oil, Gas and Consumable Fuels",Cosan S.A.,442336977.0,6.16548781472493,6.300000190734863
367,2016,1221761.3003906533,CSAN3,1957.571,1591.7,7541.793,"Oil, Gas and Consumable Fuels",Cosan S.A.,1660227419.0,8.331686741855728,9.537500381469727
368,2017,199542.98977098436,CSAN3,2617.789,2120.728,7670.777,"Oil, Gas and Consumable Fuels",Cosan S.A.,2069098792.0,9.349596496642105,10.375
369,2018,735853.6491367598,CSAN3,1688.095,1789.391,10289.935,"Oil, Gas and Consumable Fuels",Cosan S.A.,1570064328.0,9.467316283011924,8.364999771118164
370,2019,738755.2608316554,CSAN3,2721.211,2998.424,13560.445,"Oil, Gas and Consumable Fuels",Cosan S.A.,1551856436.0,12.519392716257196,17.392499923706055
371,2013,1726.321893861481,CIEL3,3685.542,4156.006,6734.24,IT Services,Cielo S.A.,2714999506.0,16.164714540204695,18.995948791503906
372,2014,2700.137207354392,CIEL3,3885.195,4873.359,7725.578,IT Services,Cielo S.A.,2706495526.0,22.610023083225375,24.114582061767578
373,2015,4552.145199937778,CIEL3,5311.382,5516.07,11122.314,IT Services,Cielo S.A.,2709642585.0,26.781122393724395,23.326387405395508
374,2016,4699.4600299405065,CIEL3,5631.218,6130.849,12300.784,IT Services,Cielo S.A.,2711548614.0,26.07511108275877,23.241666793823242
375,2017,3893.733309380651,CIEL3,5282.778,6097.133,11600.341,IT Services,Cielo S.A.,2713932157.0,23.19709965563196,23.520000457763672
376,2018,4519.0740097168555,CIEL3,4707.929,5029.192,11685.85,IT Services,Cielo S.A.,2714233626.0,16.922571462514448,8.890000343322754
377,2019,6053.077012167924,CIEL3,2987.361,2524.007,11353.842,IT Services,Cielo S.A.,2712706761.0,8.39910930757098,8.369999885559082
378,2016,151172.3872200847,MGLU3,644.685,110.317,9508.745,Multiline Retail,Magazine Luiza S.A.,5509282048.0,0.20049103165426888,0.41472598910331726
379,2017,204724.51760921642,MGLU3,906.283,489.523,11984.25,Multiline Retail,Magazine Luiza S.A.,6047657984.0,1.3569409225400038,2.5068750381469727
380,2018,231903.3706710521,MGLU3,1140.414,802.345,15590.444,Multiline Retail,Magazine Luiza S.A.,6050469600.0,3.76518346338856,5.6584367752075195
381,2019,254429.1509462157,MGLU3,1015.004,859.073,19886.31,Multiline Retail,Magazine Luiza S.A.,6486410224.0,7.705362991765443,11.925000190734863
382,2017,3794027.2629589876,CAML3,546.25,302.378,4947.73,Food Products,Camil Alimentos S.A.,410051876.0,8.185522385497592,7.829999923706055
383,2018,4058293.865020833,CAML3,491.66,325.171,4662.94,Food Products,Camil Alimentos S.A.,404230305.0,7.323673474058813,7.050000190734863
384,2019,3440194.672455944,CAML3,468.379,352.529,4748.825,Food Products,Camil Alimentos S.A.,370000000.0,7.07380567002393,9.010000228881836
385,2017,52422.1838233311,PFRM3,23.339,-153.614,4100.711,Health Care Providers and Services,Profarma Distribuidora de Produtos Farmacêuticos S.A.,75108222.0,8.42142627550208,7.127604007720947
386,2018,47669.516650962105,PFRM3,75.144,-28.282,4271.127,Health Care Providers and Services,Profarma Distribuidora de Produtos Farmacêuticos S.A.,122610573.0,5.282434011965382,3.930000066757202
387,2019,46271.2792341603,PFRM3,126.538,4.658,4801.292,Health Care Providers and Services,Profarma Distribuidora de Produtos Farmacêuticos S.A.,122610573.0,4.267773287498999,6.46999979019165
388,2016,256500.39471976,FESA4,75.194,34.664,1096.154,Metals and Mining,Cia de Ferro Ligas da Bahia - FERBASA,85096700.0,7.648112456003825,7.760000228881836
389,2017,287238.130772555,FESA4,314.719,267.52,1108.722,Metals and Mining,Cia de Ferro Ligas da Bahia - FERBASA,85096700.0,12.626535460704893,20.469999313354492
390,2018,316152.435969851,FESA4,427.538,258.066,1381.056,Metals and Mining,Cia de Ferro Ligas da Bahia - FERBASA,85096700.0,20.79987755600287,20.450000762939453
391,2019,245760.477765225,FESA4,193.193,97.286,1279.55,Metals and Mining,Cia de Ferro Ligas da Bahia - FERBASA,85096700.0,20.97846150880883,20.010000228881836
392,2016,49436.5694315936,GRND3,478.91,696.367,2045.115,"Textiles, Apparel and Luxury Goods",Grendene S.A.,902160000.0,5.682743984053891,5.860000133514404
393,2017,61764.070074731804,GRND3,519.62,704.092,2251.972,"Textiles, Apparel and Luxury Goods",Grendene S.A.,902137371.0,8.266469474852554,9.483332633972168
394,2018,55081.1842923206,GRND3,517.373,615.841,2333.452,"Textiles, Apparel and Luxury Goods",Grendene S.A.,900255000.0,8.284271981764812,8.199999809265137
395,2019,8811.41471724341,GRND3,631.738,943.769,2071.034,"Textiles, Apparel and Luxury Goods",Grendene S.A.,902030000.0,8.579392734326815,12.279999732971191
396,2013,3370.88707556704,TRPL4,-233.625,-107.38,981.168,Electric Utilities,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,610646260.0,8.29677269727953,6.6732988357543945
397,2014,3695.59363901117,TRPL4,398.647,490.093,1102.788,Electric Utilities,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,645037820.0,7.474805678090742,10.364344596862793
398,2015,2254.465100038517,TRPL4,514.535,639.469,1287.13,Electric Utilities,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,645037820.0,10.249787923766345,11.413267135620117
399,2016,12872.81032411611,TRPL4,7137.02,7283.246,7785.616,Electric Utilities,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,658883304.0,14.665954398342883,16.217500686645508
400,2017,5049.4191382279405,TRPL4,1986.59,2033.063,2701.193,Electric Utilities,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,658883304.0,16.515836606814165,16.725000381469727
401,2018,4969.06500996408,TRPL4,2304.741,2351.644,3184.654,Electric Utilities,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,658883304.0,15.985040835944973,17.295000076293945
402,2019,4488.40881182384,TRPL4,2183.837,2155.913,3331.862,Electric Utilities,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,658883304.0,22.134797578881145,22.579999923706055
403,2016,6054.001925619201,VLID3,228.408,101.454,1723.85,Commercial Services and Supplies,Valid Soluções S.A.,71146975.0,28.225337078293645,22.39090919494629
404,2017,23428.4522550982,VLID3,208.311,64.412,1574.474,Commercial Services and Supplies,Valid Soluções S.A.,70513000.0,19.197585117204387,18.540000915527344
405,2018,22373.311565948068,VLID3,264.025,155.788,1734.312,Commercial Services and Supplies,Valid Soluções S.A.,70404542.0,17.41791836485571,18.0
406,2019,24184.1088788111,VLID3,303.355,109.806,2007.962,Commercial Services and Supplies,Valid Soluções S.A.,70304542.0,15.844858335579938,16.979999542236328
407,2013,57584.542765593564,CCRO3,3223.57,2154.964,6016.558,Transportation Infrastructure,CCR S.A.,1901296004.0,18.707338779203354,17.770000457763672
408,2014,65762.4249266711,CCRO3,3359.986,2037.219,7397.194,Transportation Infrastructure,CCR S.A.,1901296004.0,17.335322572338967,15.40999984741211
409,2015,71725.3782437176,CCRO3,3375.639,1216.343,8478.865,Transportation Infrastructure,CCR S.A.,1901296004.0,14.66186990582846,12.550000190734863
410,2016,63481.1684828591,CCRO3,5048.583,2496.782,9996.067,Transportation Infrastructure,CCR S.A.,1901296004.0,15.45373490728049,15.960000038146973
411,2017,78600.1382719043,CCRO3,4934.053,2727.982,10560.997,Transportation Infrastructure,CCR S.A.,2155708804.0,17.186535403484434,16.149999618530273
412,2018,79850.43188751739,CCRO3,3662.342,1376.373,9715.859,Transportation Infrastructure,CCR S.A.,2155708804.0,11.521469392581862,11.199999809265137
413,2019,82274.4893031336,CCRO3,5190.812,2310.725,10590.811,Transportation Infrastructure,CCR S.A.,2155708804.0,14.81056674385843,18.979999542236328
414,2013,944941.66724999,MRFG3,1381.232,-1164.24,18752.376,Food Products,Marfrig Global Foods S.A.,520281458.0,6.9997983930572385,4.0
415,2014,848779.922600064,MRFG3,1288.584,-1120.489,15208.758,Food Products,Marfrig Global Foods S.A.,520326254.0,5.456612910955183,6.110000133514404
416,2015,677301.465749965,MRFG3,1417.155,-2140.417,19549.362,Food Products,Marfrig Global Foods S.A.,520688855.0,5.377195120826969,6.349999904632568
417,2016,612960.066800019,MRFG3,1508.028,-977.262,18828.356,Food Products,Marfrig Global Foods S.A.,521299473.0,5.929598394646702,6.610000133514404
418,2017,211154.03484381788,MRFG3,668.34,-1464.579,10127.696,Food Products,Marfrig Global Foods S.A.,620959696.0,6.617086611394807,7.320000171661377
419,2018,189404.7359812572,MRFG3,1075.246,-1886.885,29715.176,Food Products,Marfrig Global Foods S.A.,620218975.0,6.790775507323596,5.460000038146973
420,2019,673082.951199893,MRFG3,4609.868,1352.627,48761.057,Food Products,Marfrig Global Foods S.A.,702269453.0,7.901295544164866,9.960000038146973
421,2013,53482.054679369,ECOR3,1163.68,602.341,2639.059,Transportation Infrastructure,EcoRodovias Infraestrutura e Logística S.A.,557908325.0,16.101491928100586,14.800000190734863
422,2014,22830.21900002308,ECOR3,1172.728,442.841,2937.001,Transportation Infrastructure,EcoRodovias Infraestrutura e Logística S.A.,556911088.0,12.913991939636968,10.510000228881836
423,2015,18435.01319996525,ECOR3,1284.536,290.815,2735.719,Transportation Infrastructure,EcoRodovias Infraestrutura e Logística S.A.,556466088.0,7.77934960427323,5.090000152587891
424,2016,12544.000000032469,ECOR3,1400.721,521.109,2828.996,Transportation Infrastructure,EcoRodovias Infraestrutura e Logística S.A.,556466088.0,7.248072289080026,8.239999771118164
425,2017,10852.95842933687,ECOR3,1611.994,756.249,3066.359,Transportation Infrastructure,EcoRodovias Infraestrutura e Logística S.A.,556466088.0,10.38370078755176,12.300000190734863
426,2018,14112.55746838726,ECOR3,1600.221,723.56,3169.267,Transportation Infrastructure,EcoRodovias Infraestrutura e Logística S.A.,556462588.0,8.884979596429941,9.380000114440918
427,2019,32309.63989761512,ECOR3,1810.522,95.624,3952.889,Transportation Infrastructure,EcoRodovias Infraestrutura e Logística S.A.,556462588.0,11.586801594568168,16.299999237060547
428,2018,32296.9606218496,STBP3,181.336,5.738,921.515,Transportation Infrastructure,Santos Brasil Participações S.A.,662573514.0,3.213714283339831,4.230000019073486
429,2019,33515.35614880652,STBP3,205.863,22.528,972.594,Transportation Infrastructure,Santos Brasil Participações S.A.,667578655.0,5.298178098462372,8.180000305175781
430,2013,11863646.895527994,USIM5,1592.112,-194.329,12829.467,Metals and Mining,Usinas Siderúrgicas de Minas Gerais S.A.,987199178.0,10.381209659960962,14.210000038146973
431,2014,17141627.262910828,USIM5,1714.784,292.929,11741.629,Metals and Mining,Usinas Siderúrgicas de Minas Gerais S.A.,987553806.0,8.394153204656416,5.050000190734863
432,2015,12007818.129999993,USIM5,-430.263,-4874.899,10185.57,Metals and Mining,Usinas Siderúrgicas de Minas Gerais S.A.,987553806.0,3.954999998333008,1.5499999523162842
433,2016,11551508.410929346,USIM5,533.707,-76.595,8454.2,Metals and Mining,Usinas Siderúrgicas de Minas Gerais S.A.,1226846724.0,2.661405623198513,4.099999904632568
434,2017,7146228.923124984,USIM5,1900.825,420.95,10734.118,Metals and Mining,Usinas Siderúrgicas de Minas Gerais S.A.,1226846724.0,6.1491732278208096,9.100000381469727
435,2018,7266361.949999987,USIM5,2546.811,2142.044,13736.78,Metals and Mining,Usinas Siderúrgicas de Minas Gerais S.A.,1229301635.0,9.629428598832112,9.220000267028809
436,2019,7934878.357471174,USIM5,1953.478,830.14,14948.719,Metals and Mining,Usinas Siderúrgicas de Minas Gerais S.A.,1229501053.0,8.73668016981982,9.510000228881836
437,2013,6166.19221951199,PSSA3,2302.291,2388.366,13457.688,Insurance,Porto Seguro S.A.,341293030.0,26.272500015074208,29.75
438,2014,5671.592799979149,PSSA3,1877.309,1332.553,15629.417,Insurance,Porto Seguro S.A.,341293030.0,31.14887099881326,30.399999618530273
439,2015,6735.94129766048,PSSA3,2177.722,1412.131,17107.017,Insurance,Porto Seguro S.A.,341293030.0,34.03857728136264,28.790000915527344
440,2016,8645.83886102587,PSSA3,1439.395,1338.012,17255.364,Insurance,Porto Seguro S.A.,341293030.0,27.53072292833443,26.899999618530273
441,2017,12163.966312467961,PSSA3,2421.28,1532.686,18729.569,Insurance,Porto Seguro S.A.,341293030.0,32.162441043403206,36.33000183105469
442,2018,5233.094999954,PSSA3,2993.343,2166.079,19347.718,Insurance,Porto Seguro S.A.,341293030.0,48.342612254862885,52.150001525878906
443,2019,4865.04180003696,PSSA3,2938.693,2001.127,19816.225,Insurance,Porto Seguro S.A.,340917630.0,55.43971669432605,62.7400016784668
444,2013,8884733.72941936,ENEV3,-113.121,-926.016,1438.831,Independent Power and Renewable Electricity Producers,Eneva S.A.,7025244.0,102.0764769277265,42.779090881347656
445,2014,5987536.123659754,ENEV3,240.738,-609.941,1798.092,Independent Power and Renewable Electricity Producers,Eneva S.A.,8401061.0,19.69678016247288,5.703877925872803
446,2015,7779078.916002317,ENEV3,324.144,-341.522,1518.633,Independent Power and Renewable Electricity Producers,Eneva S.A.,161769820.0,4.135394091528606,3.5
447,2016,8014311.730604085,ENEV3,935.988,11.713,2160.983,Independent Power and Renewable Electricity Producers,Eneva S.A.,956513720.0,3.182750997773136,2.9749999046325684
448,2017,6864315.422260865,ENEV3,1115.726,189.016,2721.773,Independent Power and Renewable Electricity Producers,Eneva S.A.,1259961996.0,3.416968497704333,3.4749999046325684
449,2018,9311723.918827664,ENEV3,1376.472,424.782,3129.107,Independent Power and Renewable Electricity Producers,Eneva S.A.,1259961996.0,3.3627142867263484,4.022500038146973
450,2019,5724002.766633285,ENEV3,1304.215,426.245,3137.369,Independent Power and Renewable Electricity Producers,Eneva S.A.,1261932724.0,6.321497969299193,10.922499656677246
451,2013,3626736.954100027,GOLL4,675.85,-763.579,8956.212,Airlines,Gol Linhas Aéreas Inteligentes S.A.,276712443.0,10.69548386527646,10.479999542236328
452,2014,3674035.070900021,GOLL4,856.942,-1024.975,10066.214,Airlines,Gol Linhas Aéreas Inteligentes S.A.,283167403.0,12.559112879537768,15.180000305175781
453,2015,2587626.186654289,GOLL4,239.855,-3625.247,9778.007,Airlines,Gol Linhas Aéreas Inteligentes S.A.,345689343.0,6.867601630164356,2.5199999809265137
454,2016,3349489.964599854,GOLL4,1141.859,1205.132,9720.497,Airlines,Gol Linhas Aéreas Inteligentes S.A.,346310872.0,4.1681124517716555,4.619999885559082
455,2017,3317937.9616999747,GOLL4,1456.026,-4.996,10329.034,Airlines,Gol Linhas Aéreas Inteligentes S.A.,347439102.0,10.277470339899478,14.600000381469727
456,2018,3395463.9360000375,GOLL4,1104.026,-1523.987,11411.354,Airlines,Gol Linhas Aéreas Inteligentes S.A.,348766043.0,16.202653071345114,25.100000381469727
457,2019,3525369.4033852904,GOLL4,3852.72,267.165,13864.704,Airlines,Gol Linhas Aéreas Inteligentes S.A.,355493903.0,30.98230765802175,36.79999923706055
458,2017,693702.1637442542,ENGI3,2099.027,653.349,13637.154,Electric Utilities,Energisa S.A.,1729827305.0,6.366278736349096,9.633976936340332
459,2018,697687.5586766958,ENGI3,2715.671,824.116,15787.581,Electric Utilities,Energisa S.A.,1814561910.0,9.507463837101449,8.100000381469727
460,2019,2346302.3809804595,ENGI3,3488.976,1038.344,19903.135,Electric Utilities,Energisa S.A.,1814561910.0,13.337246979779078,13.619999885559082
461,2016,22210.49368180472,WSON33,153.446,121.195,457.161,Transportation Infrastructure,Wilson Sons Limited,71144000.0,32.580647843086766,33.5
462,2017,24599.40310650926,WSON33,172.385,111.758,496.34,Transportation Infrastructure,Wilson Sons Limited,71219900.0,36.46943482108738,40.0
463,2018,21625.59989402632,WSON33,158.128,72.977,460.196,Transportation Infrastructure,Wilson Sons Limited,71243660.0,41.21443042674648,40.0
464,2019,56192.0,WSON33,138.796,66.124,406.128,Transportation Infrastructure,Wilson Sons Limited,71243660.0,38.06044537625332,44.790000915527344
465,2017,6210.417990739919,IRBR3,2473.336,1270.991,6916.894,Insurance,IRB-Brasil Resseguros S.A.,932096702.0,9.780013443133154,10.473297119140625
466,2018,5595.2601568985,IRBR3,1484.422,1276.814,6369.195,Insurance,IRB-Brasil Resseguros S.A.,931246202.0,16.554473347566567,25.708864212036133
467,2019,6451.03823666702,IRBR3,1586.205,1184.993,7465.977,Insurance,IRB-Brasil Resseguros S.A.,931246202.0,30.701801547154723,35.994258880615234
468,2013,2814.4699706863,B3SA3,1478.384,1710.91,2126.638,Capital Markets,"B3 S.A. - Brasil, Bolsa, Balcão",5715875544.0,4.270792700590626,3.6866660118103027
469,2014,3502.01994141477,B3SA3,1291.587,1657.703,2030.433,Capital Markets,"B3 S.A. - Brasil, Bolsa, Balcão",5434205679.0,3.724529262511961,3.2799999713897705
470,2015,3537.410078180491,B3SA3,1419.106,2039.9,2216.634,Capital Markets,"B3 S.A. - Brasil, Bolsa, Balcão",5346284718.0,3.7022896646484127,3.630000114440918
471,2016,3061.0232488327274,B3SA3,1429.532,2179.61,2320.781,Capital Markets,"B3 S.A. - Brasil, Bolsa, Balcão",5362288647.0,5.335622138287648,5.5
472,2017,3296.2001170945223,B3SA3,1874.027,1991.364,3673.596,Capital Markets,"B3 S.A. - Brasil, Bolsa, Balcão",6116644194.0,6.922545571965496,7.593332767486572
473,2018,2375.429892551621,B3SA3,2540.062,2373.492,4831.915,Capital Markets,"B3 S.A. - Brasil, Bolsa, Balcão",6131934186.0,8.094598314713458,8.936665534973145
474,2019,3318.25997076939,B3SA3,3443.719,3394.27,5907.756,Capital Markets,"B3 S.A. - Brasil, Bolsa, Balcão",6137449155.0,13.063198012379017,14.323332786560059
475,2013,2936169.306355292,ENBR3,1608.23,840.944,7096.492,Electric Utilities,EDP - Energias do Brasil S.A.,475574937.0,11.767123403087739,11.191107749938965
476,2014,2337585.6973500242,ENBR3,1525.333,884.729,8898.728,Electric Utilities,EDP - Energias do Brasil S.A.,475574937.0,9.877182641336995,8.735965728759766
477,2015,4079601.2535999827,ENBR3,1961.966,844.15,10260.434,Electric Utilities,EDP - Energias do Brasil S.A.,475574937.0,10.871178975919397,11.87144947052002
478,2016,5493140.727500008,ENBR3,1961.217,746.576,9364.772,Electric Utilities,EDP - Energias do Brasil S.A.,606093058.0,13.298745955808096,13.399999618530273
479,2017,5779205.249596627,ENBR3,2214.639,1200.714,12337.184,Electric Utilities,EDP - Energias do Brasil S.A.,606164918.0,14.145157453582042,14.0
480,2018,4238432.542800017,ENBR3,2454.698,1533.033,13834.22,Electric Utilities,EDP - Energias do Brasil S.A.,606248158.0,13.620816347550372,14.75
481,2019,4625611.825999935,ENBR3,2985.572,2105.996,15228.336,Electric Utilities,EDP - Energias do Brasil S.A.,604806050.0,18.580647823781618,22.100000381469727
482,2013,625867.9845249974,CSMG3,1156.899,566.221,3733.397,Water Utilities,Companhia de Saneamento de Minas Gerais,128903000.0,13.146120375202548,12.198409080505371
483,2014,687879.0909999621,CSMG3,1107.927,432.64,4131.432,Water Utilities,Companhia de Saneamento de Minas Gerais,367557000.0,11.045644648613468,8.256879806518555
484,2015,721196.720100038,CSMG3,864.652,-27.98,3834.469,Water Utilities,Companhia de Saneamento de Minas Gerais,367557651.0,5.0615688048727145,5.082670211791992
485,2016,563052.6210000118,CSMG3,1396.109,600.499,4032.875,Water Utilities,Companhia de Saneamento de Minas Gerais,388757430.0,8.633805905958734,12.166666030883789
486,2017,572346.7505999446,CSMG3,1520.709,758.7,4326.401,Water Utilities,Companhia de Saneamento de Minas Gerais,388758069.0,14.006653199984333,14.463333129882812
487,2018,673618.776242585,CSMG3,1475.436,722.287,4737.285,Water Utilities,Companhia de Saneamento de Minas Gerais,388758069.0,15.22612207763049,20.510000228881836
488,2019,731160.9751999269,CSMG3,1724.84,1016.314,5157.224,Water Utilities,Companhia de Saneamento de Minas Gerais,379182069.0,21.651011833777794,22.663333892822266
489,2014,156442.573092977,SMTO3,570.115,192.309,1533.675,Food Products,São Martinho S.A.,338201982.0,11.853615272429682,12.083333015441895
490,2015,382870.8082999642,SMTO3,830.771,236.089,1916.044,Food Products,São Martinho S.A.,339006561.0,12.694986083643224,15.263333320617676
491,2016,387344.8208999997,SMTO3,1022.802,186.947,2338.73,Food Products,São Martinho S.A.,337252053.0,17.19477876027425,19.5
492,2017,453369.73400002683,SMTO3,1079.117,271.063,2609.519,Food Products,São Martinho S.A.,358579812.0,17.997480324872836,19.299999237060547
493,2018,660134.556,SMTO3,1706.467,622.546,3435.7,Food Products,São Martinho S.A.,350802666.0,18.318449032063388,18.190000534057617
494,2019,597349.965,SMTO3,1636.537,272.735,3360.362,Food Products,São Martinho S.A.,348865266.0,19.303036461957554,23.719999313354492
495,2013,8248.43972411024,FLRY3,268.773,102.036,1656.896,Health Care Providers and Services,Fleury S.A.,312586712.0,9.739778230267186,9.199999809265137
496,2014,9507.94959997764,FLRY3,303.323,138.613,1678.9,Health Care Providers and Services,Fleury S.A.,312586712.0,8.263125000461455,8.140000343322754
497,2015,8664.76129763852,FLRY3,376.051,190.552,1894.96,Health Care Providers and Services,Fleury S.A.,312586712.0,8.149939029197382,8.0
498,2016,7645.99259024342,FLRY3,488.074,299.363,2096.113,Health Care Providers and Services,Fleury S.A.,314230250.0,14.388433749417224,17.825000762939453
499,2017,8226.710439086219,FLRY3,620.249,429.323,2383.012,Health Care Providers and Services,Fleury S.A.,315312192.0,26.063774651689492,29.610000610351562
500,2018,10365.69887815685,FLRY3,697.596,457.098,2664.463,Health Care Providers and Services,Fleury S.A.,315654796.0,25.210040781449297,19.780000686645508
501,2019,6620.10226833912,FLRY3,771.652,429.128,2905.107,Health Care Providers and Services,Fleury S.A.,316744460.0,23.12056684300967,30.530000686645508
502,2013,21605.84758998624,MMXM3,178.092,-941.057,1041.164,Metals and Mining,MMX Mineração e Metálicos S.A.,107534583.0,294.80989462329495,104.99978637695312
503,2014,6191.719332734803,MMXM3,-543.487,-730.086,329.046,Metals and Mining,MMX Mineração e Metálicos S.A.,107534600.0,46.94252343331614,17.5
504,2015,5.4987204760032995,MMXM3,205.324,97.061,0.367,Metals and Mining,MMX Mineração e Metálicos S.A.,107534600.0,11.81808943089431,5.75
505,2016,46.39969865321434,MMXM3,412.527,415.594,2.723,Metals and Mining,MMX Mineração e Metálicos S.A.,107534400.0,5.253373507993767,5.550000190734863
506,2017,71.24579643490942,MMXM3,-14.53,-29.407,0.454,Metals and Mining,MMX Mineração e Metálicos S.A.,107534583.0,4.028656145329532,2.9600000381469727
507,2018,371.9817266566072,MMXM3,-12.907,-77.837,2.699,Metals and Mining,MMX Mineração e Metálicos S.A.,107534583.0,2.58565574395852,2.1500000953674316
508,2019,145.8035199056778,MMXM3,-49.713,-86.243,1.251,Metals and Mining,MMX Mineração e Metálicos S.A.,107534400.0,1.909341543299671,2.549999952316284
509,2020,21.930999999999997,MMXM3,,-79.675,0.256,Metals and Mining,MMX Mineração e Metálicos S.A.,6488000.0,4.852793525105064,17.0
510,2013,6601.27228511866,TOTS3,379.808,316.367,1611.794,Software,TOTVS S.A.,493371444.0,12.649674792443552,12.296635627746582
511,2014,7395.41138557914,TOTS3,436.587,360.258,1772.447,Software,TOTVS S.A.,491391816.0,12.16686902892205,11.631233215332031
512,2015,5487.077639835379,TOTS3,355.953,313.856,1908.737,Software,TOTVS S.A.,493065189.0,11.596367479339849,10.323718070983887
513,2016,8240.53911965307,TOTS3,310.677,192.742,2183.786,Software,TOTVS S.A.,493005087.0,9.742960443458404,7.998136043548584
514,2017,9409.55252209835,TOTS3,234.086,104.152,2227.33,Software,TOTVS S.A.,493182714.0,9.8467107006884,9.944437980651855
515,2018,7375.872630642551,TOTS3,297.135,184.676,2111.16,Software,TOTVS S.A.,493325139.0,9.471717501659782,9.0328369140625
516,2019,5387.780239003119,TOTS3,396.165,324.027,2282.124,Software,TOTVS S.A.,575008635.0,15.86431957352982,21.516666412353516
517,2013,383532.366220513,EQTL3,540.962,90.815,4715.036,Electric Utilities,Equatorial Energia S.A.,1024445710.0,4.0786592489288696,4.630000114440918
518,2014,507164.0534445371,EQTL3,1308.01,825.796,6773.453,Electric Utilities,Equatorial Energia S.A.,1024445710.0,4.739419368966933,5.539999961853027
519,2015,1080301.8689171777,EQTL3,1100.864,1121.063,7252.942,Electric Utilities,Equatorial Energia S.A.,1025145710.0,6.548918698861347,6.8480000495910645
520,2016,1174904.4247821907,EQTL3,1564.681,1112.714,7952.181,Electric Utilities,Equatorial Energia S.A.,1025588785.0,9.297156644154745,10.880000114440918
521,2017,2044320.1430136072,EQTL3,1777.223,1278.013,9071.42,Electric Utilities,Equatorial Energia S.A.,1025926285.0,11.745165344298355,13.130000114440918
522,2018,2153363.6141959154,EQTL3,2613.789,1656.861,11252.627,Electric Utilities,Equatorial Energia S.A.,1026057535.0,12.996734693099041,14.911999702453613
523,2019,1960507.3216059094,EQTL3,5153.246,3805.496,18796.346,Electric Utilities,Equatorial Energia S.A.,1010186085.0,18.332461523140974,22.790000915527344
524,2018,3317.60682810201,BPAN4,,481.919,4317.216,Banks,Banco Pan S.A.,1141806121.0,1.8338367345381756,1.9500000476837158
525,2019,5287.510000983861,BPAN4,,581.402,4820.999,Banks,Banco Pan S.A.,1205056121.0,6.6382996196206285,10.600000381469727
526,2016,68062.6250628842,AGRO3,-8.712,-22.431,147.128,Food Products,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,54882389.0,11.24542167387813,11.050000190734863
527,2017,87936.25531831603,AGRO3,28.165,29.339,173.627,Food Products,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,53802168.0,12.22826086202629,12.520000457763672
528,2018,142875.61457623052,AGRO3,133.404,113.328,284.095,Food Products,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,53802168.0,13.842693846566336,15.609999656677246
529,2019,187185.20429169334,AGRO3,207.007,192.74,500.722,Food Products,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,53802168.0,16.557327876689463,19.020000457763672
530,2020,253694.49899999998,AGRO3,197.31,127.854,548.988,Food Products,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,59342481.0,20.858825922977587,25.0
