,fiscal_year,emissions,ticker,EBITDA,EBT,total_revenues,industry,company_name,out_shares,average_price,last_price
177,2015,15601.52742286304,POMO4,194.342,145.255,2739.132,Machinery,Marcopolo S.A.,890976115.0,2.3388996599166374,1.8356729745864868
178,2016,13707.51801520916,POMO4,42.697,156.438,2574.093,Machinery,Marcopolo S.A.,920246108.0,2.6428277190909326,2.7260119915008545
179,2017,17136.973119043083,POMO4,32.828,92.973,2875.993,Machinery,Marcopolo S.A.,920471625.0,3.2537767999754177,3.9696309566497803
180,2018,21549.54130584726,POMO4,289.285,234.538,4197.468,Machinery,Marcopolo S.A.,921218724.0,3.828578200632212,4.079999923706055
181,2019,19687.71766017392,POMO4,312.025,264.053,4367.419,Machinery,Marcopolo S.A.,943173576.0,3.7437651804101613,4.5
182,2020,12324.634,POMO4,305.001,74.19,3589.662,Machinery,Marcopolo S.A.,939414634.0,3.212672071418299,2.869999885559082
183,2016,344033.6861723549,TUPY3,403.146,90.755,3255.31,Auto Components,Tupy S.A.,144177500.0,14.28819280264368,12.010000228881836
184,2017,436739.1250758851,TUPY3,447.406,133.937,3706.151,Auto Components,Tupy S.A.,144177500.0,15.693503924242155,18.25
185,2018,69920.924,TUPY3,640.977,317.27,4828.216,Auto Components,Tupy S.A.,144177500.0,19.148244865573183,20.149999618530273
186,2019,63299.791,TUPY3,703.869,330.689,5163.585,Auto Components,Tupy S.A.,144177500.0,18.985748986000957,25.299999237060547
187,2020,39654.152,TUPY3,525.304,-65.625,4257.596,Auto Components,Tupy S.A.,144037809.0,18.7007692584142,20.969999313354492
188,2013,47581446.5011894,GOAU4,4559.436,1113.097,39863.037,Metals and Mining,Metalurgica Gerdau S.A.,406423338.0,20.211975766766457,23.399999618530273
189,2014,44769705.511110075,GOAU4,4634.902,1449.047,42546.339,Metals and Mining,Metalurgica Gerdau S.A.,406423338.0,16.220443556385657,11.149999618530273
190,2015,35283897.91593626,GOAU4,3909.496,-1766.541,43581.241,Metals and Mining,Metalurgica Gerdau S.A.,406423338.0,6.458495912513112,1.659999966621399
191,2016,32478258.89554142,GOAU4,3490.859,-173.633,37651.667,Metals and Mining,Metalurgica Gerdau S.A.,908709062.0,2.95228916191193,4.800000190734863
192,2017,36701563.4808643,GOAU4,3711.138,1461.315,36917.619,Metals and Mining,Metalurgica Gerdau S.A.,975759323.0,5.236496045833498,5.789999961853027
193,2018,36745366.397695586,GOAU4,6161.427,2737.747,46159.478,Metals and Mining,Metalurgica Gerdau S.A.,977745794.0,7.365714293110127,6.940000057220459
194,2019,26129960.495668177,GOAU4,4915.052,1675.602,39644.01,Metals and Mining,Metalurgica Gerdau S.A.,1080985004.0,6.964332007203508,9.279999732971191
195,2020,22983146.514,GOAU4,7560.065,4206.544,43814.661,Metals and Mining,Metalurgica Gerdau S.A.,1080985004.0,8.20595139627032,11.260000228881836
196,2018,15027.55817951684,JPSA3,522.775,303.37,722.606,Real Estate Management and Development,Jereissati Participações S.A.,87889174.0,21.21703695367884,22.790000915527344
197,2019,13422.420225789228,JPSA3,532.126,299.754,755.353,Real Estate Management and Development,Jereissati Participações S.A.,87889174.0,28.197084982868148,37.79999923706055
198,2016,25130.1729522378,LEVE3,381.47,235.87,2143.308,Auto Components,MAHLE Metal Leve S.A.,182888091.0,23.217550201109614,20.760000228881836
199,2017,26373.15144613717,LEVE3,428.456,303.742,2264.443,Auto Components,MAHLE Metal Leve S.A.,182888091.0,20.710315013495016,23.8700008392334
200,2018,26529.35896178359,LEVE3,443.368,358.401,2591.654,Auto Components,MAHLE Metal Leve S.A.,182888091.0,24.973142865239357,25.1200008392334
201,2019,22385.0494355066,LEVE3,375.672,296.62,2526.238,Auto Components,MAHLE Metal Leve S.A.,182888091.0,24.839959449613627,28.799999237060547
202,2020,15972.920000000002,LEVE3,390.985,251.971,2402.578,Auto Components,MAHLE Metal Leve S.A.,128308500.0,20.48659917314043,20.969999313354492
203,2016,22694.62545107164,RAPT4,124.257,1.081,2623.976,Machinery,Randon S.A. Implementos e Participações,342331000.0,3.4640266105353112,3.450000047683716
204,2017,29351.312457545,RAPT4,308.619,153.944,2936.758,Machinery,Randon S.A. Implementos e Participações,342431000.0,5.558779537208437,7.170000076293945
205,2018,37462.1611220185,RAPT4,542.785,319.215,4262.602,Machinery,Randon S.A. Implementos e Participações,342431000.0,7.737795911516462,9.260000228881836
206,2019,38684.9672445,RAPT4,676.064,452.416,5073.901,Machinery,Randon S.A. Implementos e Participações,342331000.0,9.728663983132675,13.399999618530273
207,2013,3856.63351372613,BRSR6,,1277.157,3994.994,Banks,Banco do Estado do Rio Grande do Sul S.A.,408974477.0,15.73201609042383,12.600000381469727
208,2014,4790.02428434246,BRSR6,,1262.485,4215.687,Banks,Banco do Estado do Rio Grande do Sul S.A.,408974477.0,12.616129017645314,14.449999809265137
209,2015,3407.4222342246003,BRSR6,,957.061,4315.041,Banks,Banco do Estado do Rio Grande do Sul S.A.,408974477.0,9.20052845109769,5.860000133514404
210,2016,4678.60674121604,BRSR6,,1233.742,5202.19,Banks,Banco do Estado do Rio Grande do Sul S.A.,408974477.0,9.124578305516376,10.319999694824219
211,2017,4911.09848406155,BRSR6,,1806.394,5590.173,Banks,Banco do Estado do Rio Grande do Sul S.A.,408974477.0,14.86468504732988,14.899999618530273
212,2018,9758.607,BRSR6,,2066.518,6408.233,Banks,Banco do Estado do Rio Grande do Sul S.A.,408974477.0,17.438775541344466,22.18000030517578
213,2019,4379.453,BRSR6,,2088.467,7056.156,Banks,Banco do Estado do Rio Grande do Sul S.A.,408976886.0,23.11688260993494,21.649999618530273
214,2020,3772.579,BRSR6,,1592.981,6202.818,Banks,Banco do Estado do Rio Grande do Sul S.A.,407601386.0,14.443846158170507,14.569999694824219
215,2016,173193.6441384813,UNIP6,222.787,5.132,889.706,Chemicals,Unipar Carbocloro S.A.,102618540.0,4.748868312222891,5.38214111328125
216,2017,676091.324831613,UNIP6,601.164,363.894,3019.592,Chemicals,Unipar Carbocloro S.A.,102618361.0,8.197410682993612,12.453568458557129
217,2018,678528.044920498,UNIP6,957.14,627.802,3469.133,Chemicals,Unipar Carbocloro S.A.,102618361.0,28.643672939222686,31.594276428222656
218,2019,572428.439425346,UNIP6,551.97,175.881,3048.73,Chemicals,Unipar Carbocloro S.A.,98788898.0,32.27107117533201,35.709999084472656
219,2013,81194.51261807271,GUAR3,748.958,536.082,4069.09,"Textiles, Apparel and Luxury Goods",Guararapes Confecções S.A.,499200000.0,12.357721759426978,13.125
220,2014,97300.5479773573,GUAR3,838.571,597.245,4728.129,"Textiles, Apparel and Luxury Goods",Guararapes Confecções S.A.,499200000.0,12.14260079783778,10.375
221,2015,71545.9256550755,GUAR3,724.086,378.557,5507.306,"Textiles, Apparel and Luxury Goods",Guararapes Confecções S.A.,499200000.0,7.929608752087849,5.75
222,2016,72461.3803941874,GUAR3,689.695,275.495,5921.65,"Textiles, Apparel and Luxury Goods",Guararapes Confecções S.A.,499200000.0,7.237294172187407,7.599999904632568
223,2017,100939.6258993686,GUAR3,1199.387,775.776,6444.659,"Textiles, Apparel and Luxury Goods",Guararapes Confecções S.A.,499200000.0,13.669360254693219,18.7549991607666
224,2018,95051.3924359027,GUAR3,1701.321,1789.048,7192.596,"Textiles, Apparel and Luxury Goods",Guararapes Confecções S.A.,499200000.0,16.19681634319072,20.322500228881836
225,2019,87475.4275569774,GUAR3,1081.301,712.125,7808.044,"Textiles, Apparel and Luxury Goods",Guararapes Confecções S.A.,499199680.0,18.82185225158568,24.200000762939453
226,2016,286088.5939326441,PMAM3,336.474,98.804,4586.455,Metals and Mining,Paranapanema S.A.,18830712.0,29.327154481267353,25.839792251586914
227,2017,249889.2869955021,PMAM3,211.334,-103.049,3508.46,Metals and Mining,Paranapanema S.A.,40581114.0,24.658572143978542,27.029783248901367
228,2018,258617.80847463539,PMAM3,311.198,-231.387,4765.777,Metals and Mining,Paranapanema S.A.,40783256.0,22.930307837783314,23.799808502197266
229,2019,254270.0763986833,PMAM3,462.639,374.453,5227.641,Metals and Mining,Paranapanema S.A.,43402408.0,26.33232603961157,29.09000015258789
230,2018,20857.76025505065,ROMI3,73.53,50.011,743.462,Machinery,Indústrias Romi S.A.,73334166.0,6.655729377513029,7.225711822509766
231,2019,17153.51744540092,ROMI3,59.505,26.077,765.506,Machinery,Indústrias Romi S.A.,73334166.0,10.407237740180753,15.042852401733398
232,2013,17049.84050829176,LREN3,778.215,550.681,4370.946,Multiline Retail,Lojas Renner S.A.,1039246658.0,11.381904348250359,10.08264446258545
233,2014,25053.1459999739,LREN3,960.776,652.758,5216.82,Multiline Retail,Lojas Renner S.A.,1048319843.0,11.149886242804989,12.639669418334961
234,2015,26984.76319999393,LREN3,1140.311,785.464,6145.198,Multiline Retail,Lojas Renner S.A.,1052032728.0,15.704366839028955,14.132230758666992
235,2016,19382.163668741552,LREN3,1226.532,826.273,6451.578,Multiline Retail,Lojas Renner S.A.,777970195.0,18.595970169128663,19.148759841918945
236,2017,23517.29125314045,LREN3,1365.019,971.492,7444.305,Multiline Retail,Lojas Renner S.A.,782909799.0,26.463700775086412,32.26363754272461
237,2018,16435.18160467593,LREN3,1692.313,1345.032,8426.541,Multiline Retail,Lojas Renner S.A.,787469100.0,30.414210868368343,38.54545211791992
238,2019,16963.7316734423,LREN3,1988.34,1494.439,9588.437,Multiline Retail,Lojas Renner S.A.,793726452.0,45.64881092334083,56.189998626708984
239,2013,96001.8133696082,WEGE3,1230.032,1084.879,6828.896,Electrical Equipment,WEG S.A.,3211194604.0,4.1057866321456045,4.609467029571533
240,2014,110866.24506213289,WEGE3,1344.829,1227.929,7840.757,Electrical Equipment,WEG S.A.,3211357478.0,5.131721961882807,5.865384101867676
241,2015,120318.3507000187,WEGE3,1481.529,1307.654,9760.323,Electrical Equipment,WEG S.A.,3210821621.0,6.375968857509334,5.75
242,2016,129223.252638899,WEGE3,1406.931,1279.514,9367.008,Electrical Equipment,WEG S.A.,5308712086.0,5.859344564767247,5.961537837982178
243,2017,158712.1203999405,WEGE3,1466.287,1240.448,9523.83,Electrical Equipment,WEG S.A.,5307971190.0,7.4640516408785125,9.273076057434082
244,2018,135426.9821000211,WEGE3,1820.625,1497.542,11970.09,Electrical Equipment,WEG S.A.,5308467776.0,8.953508486066546,8.770000457763672
245,2019,130704.61570000881,WEGE3,2173.312,1804.451,13347.434,Electrical Equipment,WEG S.A.,4195029952.0,11.175971637370615,17.329999923706055
246,2013,556281.186899956,PCAR3,4137.0,2227.0,57854.0,Food and Staples Retailing,Companhia Brasileira de Distribuição,264220299.0,74.98999786376953,74.98999786376953
247,2014,614615.973800002,PCAR3,4933.0,2761.0,65407.0,Food and Staples Retailing,Companhia Brasileira de Distribuição,265050722.0,74.98999786376953,74.98999786376953
248,2015,505301.09998217504,PCAR3,2444.0,1050.0,37198.0,Food and Staples Retailing,Companhia Brasileira de Distribuição,265469127.0,67.8633321126302,55.29999923706055
249,2016,582487.057200006,PCAR3,2047.0,520.0,41454.0,Food and Staples Retailing,Companhia Brasileira de Distribuição,266040915.0,45.70750045776367,47.0099983215332
250,2017,648977.231327308,PCAR3,2851.0,1331.0,44634.0,Food and Staples Retailing,Companhia Brasileira de Distribuição,266346430.0,89.49368366442229,84.98999786376953
251,2018,465087.8766000328,PCAR3,3551.005,1772.005,49388.0,Food and Staples Retailing,Companhia Brasileira de Distribuição,266612322.0,87.38692356989934,85.01000213623047
252,2019,696744.8889999465,PCAR3,1573.0,-146.0,28838.0,Food and Staples Retailing,Companhia Brasileira de Distribuição,266797898.0,91.41575738155481,88.87999725341797
253,2013,459838.145567524,VIIA3,1655.0,970.0,21756.0,Specialty Retail,Via S.A.,659164518.0,6.578611135482788,7.510000228881836
254,2014,600286.928997672,VIIA3,2270.0,1446.0,22674.0,Specialty Retail,Via S.A.,1290750626.0,7.14757893712897,6.800000190734863
255,2015,340803.2541813256,VIIA3,1224.0,213.0,19268.0,Specialty Retail,Via S.A.,1290885925.0,4.335818181254647,1.5
256,2016,393385.166845075,VIIA3,1230.0,79.0,19819.0,Specialty Retail,Via S.A.,1291092535.0,2.802831861825116,3.5999999046325684
257,2017,21738.34475627481,VIIA3,1438.0,478.0,25641.0,Specialty Retail,Via S.A.,1291968418.0,5.4227952619237225,7.929999828338623
258,2018,23649.99627036842,VIIA3,1347.0,18.0,26928.0,Specialty Retail,Via S.A.,1294207342.0,6.502367333003453,4.389999866485596
259,2019,18631.46916485244,VIIA3,399.0,-757.0,25655.0,Specialty Retail,Via S.A.,1299353188.0,6.3336032276694105,11.170000076293945
260,2020,296533.61600000004,VIIA3,2276.0,1401.0,28901.0,Specialty Retail,Via S.A.,1597041594.0,14.816518266191366,16.15999984741211
261,2013,2133962.331074996,SBSP3,3999.222,2694.759,11315.567,Water Utilities,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,25.768830514723255,26.459999084472656
262,2014,2036901.137004541,SBSP3,2953.587,1372.292,11213.216,Water Utilities,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,21.056129017183856,17.010000228881836
263,2015,1455500.805032213,SBSP3,4071.956,607.918,11711.569,Water Utilities,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,17.086991872244734,18.93000030517578
264,2016,1146969.735700825,SBSP3,4534.607,4173.234,14098.208,Water Utilities,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,26.917188782289802,28.790000915527344
265,2017,2345657.906500008,SBSP3,5185.78,3521.515,14608.233,Water Utilities,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,31.932598406874288,34.33000183105469
266,2018,2202561.038600008,SBSP3,6492.486,3932.098,16085.094,Water Utilities,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,29.468979551354234,31.5
267,2019,2203561.672085193,SBSP3,7378.01,4695.592,17983.654,Water Utilities,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,47.95388661125894,60.560001373291016
268,2020,1630989.077,SBSP3,6379.512,1341.136,17797.541,Water Utilities,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,50.6921052508026,44.439998626708984
269,2016,7435.458161232609,KEPL3,-23.329,-38.631,475.298,Machinery,Kepler Weber S.A.,28085752.0,16.93208833870639,18.0
270,2017,10242.697334133729,KEPL3,-5.425,-29.03,578.375,Machinery,Kepler Weber S.A.,28085752.0,21.64389764981007,19.530000686645508
271,2018,8801.74082044535,KEPL3,47.512,22.442,576.3,Machinery,Kepler Weber S.A.,28085752.0,12.005918358783333,14.920000076293945
272,2019,7538.74867935584,KEPL3,72.941,45.101,583.465,Machinery,Kepler Weber S.A.,26311971.0,19.602105322154426,29.450000762939453
273,2013,34605.7625100473,CYRE3,991.394,1029.89,5371.882,Household Durables,Cyrela Brazil Realty S.A. Empreendimentos e Participações,497050380.0,16.71935481794419,14.399999618530273
274,2014,40169.3490075374,CYRE3,911.034,976.407,5817.927,Household Durables,Cyrela Brazil Realty S.A. Empreendimentos e Participações,470450672.0,13.118790311198081,11.0600004196167
275,2015,22859.139131424243,CYRE3,657.675,690.404,4341.184,Household Durables,Cyrela Brazil Realty S.A. Empreendimentos e Participações,461350600.0,9.987642274639471,7.5
276,2016,16022.764725349538,CYRE3,276.913,318.344,3195.31,Household Durables,Cyrela Brazil Realty S.A. Empreendimentos e Participações,464171244.0,9.81843379032181,10.270000457763672
277,2017,14979.07957994367,CYRE3,-55.052,54.63,2673.77,Household Durables,Cyrela Brazil Realty S.A. Empreendimentos e Participações,465213610.0,12.60925196099469,13.220000267028809
278,2018,14937.37448525175,CYRE3,-13.981,106.088,3146.157,Household Durables,Cyrela Brazil Realty S.A. Empreendimentos e Participações,466712705.0,13.100326518623197,15.470000267028809
279,2019,16504.958782540998,CYRE3,457.856,644.947,3930.822,Household Durables,Cyrela Brazil Realty S.A. Empreendimentos e Participações,384426304.0,21.20230771655496,29.690000534057617
280,2020,12706.918,CYRE3,522.81,2457.729,3823.695,Household Durables,Cyrela Brazil Realty S.A. Empreendimentos e Participações,384503904.0,24.259514175445926,29.479999542236328
281,2016,197422.67268863806,COCE5,731.052,529.589,4097.446,Electric Utilities,Companhia Energética do Ceará - Coelce,77855299.0,41.73060241760499,49.9900016784668
282,2017,242366.92159589953,COCE5,799.608,559.252,4594.419,Electric Utilities,Companhia Energética do Ceará - Coelce,77855299.0,49.33696850453775,54.75
283,2018,225559.89251260197,COCE5,727.715,475.871,5102.244,Electric Utilities,Companhia Energética do Ceará - Coelce,77855299.0,48.76955116427675,48.0
284,2019,218125.9650057927,COCE5,841.234,531.026,5377.077,Electric Utilities,Companhia Energética do Ceará - Coelce,77855299.0,56.41676129792866,62.40999984741211
285,2013,143269.3522939152,RADL3,371.321,186.453,6207.168,Food and Staples Retailing,Raia Drogasil S.A.,330386000.0,3.99495161060364,2.9560000896453857
286,2014,176045.5111027012,RADL3,539.806,311.697,7351.456,Food and Staples Retailing,Raia Drogasil S.A.,1646430000.0,3.9109435494868987,5.070000171661377
287,2015,143540.6443006581,RADL3,716.719,435.902,8897.849,Food and Staples Retailing,Raia Drogasil S.A.,1646430000.0,7.156788626337439,7.0960001945495605
288,2016,176824.73766051148,RADL3,965.931,595.216,11256.565,Food and Staples Retailing,Raia Drogasil S.A.,1646684570.0,11.475783122112473,12.23799991607666
289,2017,234132.4827461543,RADL3,1111.248,686.544,13212.505,Food and Staples Retailing,Raia Drogasil S.A.,1648559230.0,14.227866142753541,18.360000610351562
290,2018,227889.8379970569,RADL3,1170.14,698.404,14801.445,Food and Staples Retailing,Raia Drogasil S.A.,1646697140.0,14.456587760302485,11.430000305175781
291,2019,31594.6502734526,RADL3,1356.409,575.897,17565.6,Food and Staples Retailing,Raia Drogasil S.A.,1648175690.0,16.34097976916232,22.327999114990234
292,2016,22220.97233322647,PNVL3,76.739,39.725,2128.732,Food and Staples Retailing,Dimed S.A. Distribuidora de Medicamentos,136758390.0,12.993401050567627,22.299665451049805
293,2017,26989.2821594806,PNVL3,115.71,71.885,2258.246,Food and Staples Retailing,Dimed S.A. Distribuidora de Medicamentos,136725390.0,18.23147341926691,13.333333015441895
294,2018,24459.390902264502,PNVL3,138.515,91.75,2432.246,Food and Staples Retailing,Dimed S.A. Distribuidora de Medicamentos,136269390.0,11.97287534185722,10.333000183105469
295,2019,24051.5165272457,PNVL3,214.2,80.018,2724.68,Food and Staples Retailing,Dimed S.A. Distribuidora de Medicamentos,135480390.0,13.830091896297047,19.633333206176758
296,2013,9049.262625917345,RSID3,20.859,27.708,2132.78,Household Durables,Rossi Residencial S.A.,16786068.0,78.9616935483871,51.0
297,2014,6000.7501802459365,RSID3,-377.012,-539.854,1537.823,Household Durables,Rossi Residencial S.A.,16737828.0,35.3713709615892,16.950000762939453
298,2015,3110.868424844514,RSID3,-267.214,-486.5,1226.141,Household Durables,Rossi Residencial S.A.,16737827.0,7.841666680041367,3.200000047683716
299,2016,1273.5312869938077,RSID3,-187.525,-435.174,538.002,Household Durables,Rossi Residencial S.A.,16737828.0,3.84257028380551,2.700000047683716
300,2017,830.6203146173802,RSID3,-266.235,-583.002,326.028,Household Durables,Rossi Residencial S.A.,16737828.0,7.136535436149657,7.190000057220459
301,2018,320.0090254081221,RSID3,-214.226,-424.253,148.724,Household Durables,Rossi Residencial S.A.,16801613.0,5.464693868403532,5.300000190734863
302,2019,117.02024570355434,RSID3,-111.953,-148.672,60.789,Household Durables,Rossi Residencial S.A.,16908256.0,4.622226713157376,9.119999885559082
303,2013,6663814.2469596425,EGIE3,3021.906,1996.164,5568.658,Independent Power and Renewable Electricity Producers,Engie Brasil Energia S.A.,815927740.0,28.670032301256732,28.75200080871582
304,2014,6485765.011182018,EGIE3,2867.12,1884.241,6472.496,Independent Power and Renewable Electricity Producers,Engie Brasil Energia S.A.,815927740.0,27.362451622563025,27.06399917602539
305,2015,6118160.857812592,EGIE3,3085.017,2043.53,6512.037,Independent Power and Renewable Electricity Producers,Engie Brasil Energia S.A.,815927740.0,27.339999989765445,26.79199981689453
306,2016,4811596.183134301,EGIE3,3139.133,2149.052,6442.371,Independent Power and Renewable Electricity Producers,Engie Brasil Energia S.A.,815927740.0,29.70303617423797,28.0
307,2017,4421925.543203096,EGIE3,3431.121,2584.907,7009.957,Independent Power and Renewable Electricity Producers,Engie Brasil Energia S.A.,815927740.0,28.413795185840037,28.408000946044922
308,2018,4353729.196995322,EGIE3,4339.714,3007.143,8794.792,Independent Power and Renewable Electricity Producers,Engie Brasil Energia S.A.,815927740.0,30.03168985016492,33.02000045776367
309,2019,5278134.868731253,EGIE3,5045.58,3092.837,9804.478,Independent Power and Renewable Electricity Producers,Engie Brasil Energia S.A.,815927740.0,43.859109268497356,50.79999923706055
310,2016,2996.1498592464914,BPAC3,,4195.137,9506.319,Capital Markets,Banco BTG Pactual S.A.,9470732356.0,1.0949660539627075,1.0949660539627075
311,2017,2909.119999981173,BPAC3,,861.421,5487.472,Capital Markets,Banco BTG Pactual S.A.,9212429320.0,1.911171247129855,1.93047297000885
312,2018,1769.903214701722,BPAC3,,2294.847,3435.379,Capital Markets,Banco BTG Pactual S.A.,10609623952.0,1.914168434860432,1.9757000207901
313,2019,2929.7324586360423,BPAC3,,4758.513,6918.594,Capital Markets,Banco BTG Pactual S.A.,10583328352.0,5.176752983781807,9.52144718170166
314,2016,124020.4364679115,SAPR4,1228.688,843.935,3477.525,Water Utilities,Companhia de Saneamento do Paraná - SANEPAR,1511205519.0,1.9932660800386146,3.5833330154418945
315,2017,140814.7838738444,SAPR4,1397.795,926.555,3869.401,Water Utilities,Companhia de Saneamento do Paraná - SANEPAR,1511205519.0,3.7274405975041427,3.9000000953674316
316,2018,1096356.3927563215,SAPR4,1608.717,1127.862,4162.205,Water Utilities,Companhia de Saneamento do Paraná - SANEPAR,1511205519.0,3.251768377849034,3.5666658878326416
317,2019,1166477.6785999704,SAPR4,2118.976,1595.475,4722.826,Water Utilities,Companhia de Saneamento do Paraná - SANEPAR,1511205519.0,5.137840415784704,7.026666164398193
318,2018,23529.82330003563,BRAP3,,-40.842,,Metals and Mining,Bradespar S.A.,348034045.0,24.991913892784897,25.94068145751953
319,2020,2217.198,BRAP3,,1467.052,,Metals and Mining,Bradespar S.A.,348034045.0,32.932668322976305,50.67729187011719
320,2013,39433.489522514705,DASA3,432.648,194.037,2447.782,Health Care Providers and Services,Diagnósticos da América S.A.,315853956.0,12.109343474911105,14.55673885345459
321,2014,44550.7769741601,DASA3,418.377,147.725,2697.573,Health Care Providers and Services,Diagnósticos da América S.A.,315960532.0,13.42743533272897,11.137504577636719
322,2015,32531.9224438822,DASA3,343.645,53.312,2794.399,Health Care Providers and Services,Diagnósticos da América S.A.,316099259.0,9.807802576359695,10.097738265991211
323,2016,34269.9795166134,DASA3,530.602,196.848,3040.775,Health Care Providers and Services,Diagnósticos da América S.A.,315219725.0,14.481435465695235,17.70603370666504
324,2017,43089.342633152,DASA3,563.376,180.528,3399.308,Health Care Providers and Services,Diagnósticos da América S.A.,317101918.0,24.534574011097785,27.0
325,2018,39485.8246906351,DASA3,561.464,194.031,3933.451,Health Care Providers and Services,Diagnósticos da América S.A.,317026917.0,27.014766372252847,27.0
326,2019,38804.7349586678,DASA3,657.456,134.556,4364.585,Health Care Providers and Services,Diagnósticos da América S.A.,320154822.0,34.385684204101565,57.709999084472656
327,2019,1544816.0,NEOE3,5769.0,3456.0,28461.0,Electric Utilities,Neoenergia S.A.,1213797248.0,20.620158649626234,24.8799991607666
328,2020,1309536.0,NEOE3,6629.0,4327.0,31989.0,Electric Utilities,Neoenergia S.A.,1213797248.0,19.62676114688518,17.6200008392334
329,2013,475103.98050455295,CGAS5,1337.504,814.556,6336.641,Gas Utilities,Companhia de Gás de São Paulo - COMGÁS,119822797.0,55.92911526464647,58.07435989379883
330,2014,453949.46276812,CGAS5,1372.872,856.455,6387.103,Gas Utilities,Companhia de Gás de São Paulo - COMGÁS,121870985.0,50.51239232094057,48.652854919433594
331,2015,316006.4101828617,CGAS5,1474.721,988.658,6597.017,Gas Utilities,Companhia de Gás de São Paulo - COMGÁS,124009000.0,43.97732205894904,39.55754470825195
332,2016,257410.5120095446,CGAS5,1944.465,1322.454,5657.246,Gas Utilities,Companhia de Gás de São Paulo - COMGÁS,127313301.0,45.46301237359104,45.85078811645508
333,2017,261300.3141683439,CGAS5,1518.481,912.662,5537.857,Gas Utilities,Companhia de Gás de São Paulo - COMGÁS,130038279.0,49.94224174379364,59.97576904296875
334,2018,276525.9437872464,CGAS5,1457.085,1038.213,6840.011,Gas Utilities,Companhia de Gás de São Paulo - COMGÁS,132023251.0,57.80313962041115,58.748470306396484
335,2019,331614.0804578986,CGAS5,2462.429,2011.345,9514.222,Gas Utilities,Companhia de Gás de São Paulo - COMGÁS,132520587.0,86.85986680131617,142.4600067138672
336,2013,530875.0610000263,KLBN4,1527.281,43.929,4599.337,Containers and Packaging,Klabin S.A.,4437848980.0,2.4820161336852657,2.4519999027252197
337,2014,574845.916200042,KLBN4,1678.947,129.519,4893.882,Containers and Packaging,Klabin S.A.,4579289565.0,2.3484197575368997,2.240000009536743
338,2015,567680.814499914,KLBN4,1924.795,-2483.921,5687.589,Containers and Packaging,Klabin S.A.,4582211590.0,2.240000009536743,2.240000009536743
339,2016,757065.8790000328,KLBN4,2194.356,2637.354,7090.798,Containers and Packaging,Klabin S.A.,4578764640.0,2.609047610743516,2.8499999046325684
340,2017,815388.931100002,KLBN4,2659.935,19.688,8373.378,Containers and Packaging,Klabin S.A.,4632439080.0,2.9872441010212336,3.140000104904175
341,2018,756742.948275083,KLBN4,4038.863,-680.706,10016.461,Containers and Packaging,Klabin S.A.,5263208420.0,3.195265307718394,2.8299999237060547
342,2019,809561.2261999706,KLBN4,3745.514,-102.511,10271.839,Containers and Packaging,Klabin S.A.,5270178215.0,3.081578950650296,3.549999952316284
343,2017,33436.519602887,VULC3,292.63,189.765,1263.082,"Textiles, Apparel and Luxury Goods",Vulcabras Azaleia S.A.,280756346.0,6.518740163074703,9.100000381469727
344,2018,29481.79915403908,VULC3,225.339,162.685,1248.963,"Textiles, Apparel and Luxury Goods",Vulcabras Azaleia S.A.,280756346.0,7.43024488955128,7.099999904632568
345,2019,29378.319415182188,VULC3,207.523,146.623,1359.985,"Textiles, Apparel and Luxury Goods",Vulcabras Azaleia S.A.,280756346.0,7.33769228969991,9.199999809265137
346,2016,1835.174857065485,ABCB4,,606.584,1285.8,Banks,Banco ABC Brasil S.A.,178043795.0,11.765318001130499,13.461194038391113
347,2017,1959.551579071423,ABCB4,,438.515,966.842,Banks,Banco ABC Brasil S.A.,193826491.0,16.908099989252765,16.891746520996094
348,2018,1970.043196079766,ABCB4,,316.602,870.437,Banks,Banco ABC Brasil S.A.,208665751.0,16.419273633373027,16.757701873779297
349,2019,654.1284323943,ABCB4,,482.411,1082.738,Banks,Banco ABC Brasil S.A.,215187488.0,18.578704494213767,20.190000534057617
350,2013,677546.5714841939,CPFE3,3385.753,1479.948,14633.856,Electric Utilities,CPFL Energia S.A.,1017927610.0,19.330038893607355,18.046512603759766
351,2014,1183868.7741999421,CPFE3,3720.763,1531.03,17305.942,Electric Utilities,CPFL Energia S.A.,1017927610.0,18.010661305919772,18.340097427368164
352,2015,1307266.233316854,CPFE3,3980.599,1509.719,20599.212,Electric Utilities,CPFL Energia S.A.,1017922784.0,17.314216679673855,14.8086576461792
353,2016,783023.863803699,CPFE3,3945.638,1512.413,19112.089,Electric Utilities,CPFL Energia S.A.,1017914746.0,20.801793703592445,25.209999084472656
354,2017,1183250.250700014,CPFE3,4703.517,1999.303,26744.905,Electric Utilities,CPFL Energia S.A.,1017914746.0,25.755157493230865,19.350000381469727
