,fiscal_year,emissions,ticker,total_revenue,company_name,out_shares,average_price,last_price
233,2019,17153.51744540092,ROMI3,765.506,Indústrias Romi S.A.,73334166.0,10.407237740180753,15.042852401733398
234,2013,17049.84050829176,LREN3,4370.946,Lojas Renner S.A.,1039246658.0,11.381904348250359,10.08264446258545
235,2014,25053.1459999739,LREN3,5216.82,Lojas Renner S.A.,1048319843.0,11.149886242804989,12.639669418334961
236,2015,26984.76319999393,LREN3,6145.198,Lojas Renner S.A.,1052032728.0,15.704366839028955,14.132230758666992
237,2016,19382.163668741552,LREN3,6451.578,Lojas Renner S.A.,777970195.0,18.595970169128663,19.148759841918945
238,2017,23517.29125314045,LREN3,7444.305,Lojas Renner S.A.,782909799.0,26.463700775086412,32.26363754272461
239,2018,16435.18160467593,LREN3,8426.541,Lojas Renner S.A.,787469100.0,30.414210868368343,38.54545211791992
240,2019,16963.7316734423,LREN3,9588.437,Lojas Renner S.A.,793726452.0,45.64881092334083,56.189998626708984
241,2013,96001.8133696082,WEGE3,6828.896,WEG S.A.,3211194604.0,4.1057866321456045,4.609467029571533
242,2014,110866.24506213289,WEGE3,7840.757,WEG S.A.,3211357478.0,5.131721961882807,5.865384101867676
243,2015,120318.3507000187,WEGE3,9760.323,WEG S.A.,3210821621.0,6.375968857509334,5.75
244,2016,129223.252638899,WEGE3,9367.008,WEG S.A.,5308712086.0,5.859344564767247,5.961537837982178
245,2017,158712.1203999405,WEGE3,9523.83,WEG S.A.,5307971190.0,7.4640516408785125,9.273076057434082
246,2018,135426.9821000211,WEGE3,11970.09,WEG S.A.,5308467776.0,8.953508486066546,8.770000457763672
247,2019,130704.61570000881,WEGE3,13347.434,WEG S.A.,4195029952.0,11.175971637370615,17.329999923706055
248,2013,556281.186899956,PCAR3,57854.0,Companhia Brasileira de Distribuição,264220299.0,74.98999786376953,74.98999786376953
249,2014,614615.973800002,PCAR3,65407.0,Companhia Brasileira de Distribuição,265050722.0,74.98999786376953,74.98999786376953
250,2015,505301.09998217504,PCAR3,37198.0,Companhia Brasileira de Distribuição,265469127.0,67.8633321126302,55.29999923706055
251,2016,582487.057200006,PCAR3,41454.0,Companhia Brasileira de Distribuição,266040915.0,45.70750045776367,47.0099983215332
252,2017,648977.231327308,PCAR3,44634.0,Companhia Brasileira de Distribuição,266346430.0,89.49368366442229,84.98999786376953
253,2018,465087.8766000328,PCAR3,49388.0,Companhia Brasileira de Distribuição,266612322.0,87.38692356989934,85.01000213623047
254,2019,696744.8889999465,PCAR3,28838.0,Companhia Brasileira de Distribuição,266797898.0,91.41575738155481,88.87999725341797
255,2013,459838.145567524,VIIA3,21756.0,Via S.A.,659164518.0,6.578611135482788,7.510000228881836
256,2014,600286.928997672,VIIA3,22674.0,Via S.A.,1290750626.0,7.14757893712897,6.800000190734863
257,2015,340803.2541813256,VIIA3,19268.0,Via S.A.,1290885925.0,4.335818181254647,1.5
258,2016,393385.166845075,VIIA3,19819.0,Via S.A.,1291092535.0,2.802831861825116,3.5999999046325684
259,2017,21738.34475627481,VIIA3,25641.0,Via S.A.,1291968418.0,5.4227952619237225,7.929999828338623
260,2018,23649.99627036842,VIIA3,26928.0,Via S.A.,1294207342.0,6.502367333003453,4.389999866485596
261,2019,18631.46916485244,VIIA3,25655.0,Via S.A.,1299353188.0,6.3336032276694105,11.170000076293945
262,2020,296533.61600000004,VIIA3,28901.0,Via S.A.,1597041594.0,14.816518266191366,16.15999984741211
263,2013,2133962.331074996,SBSP3,11315.567,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,25.768830514723255,26.459999084472656
264,2014,2036901.137004541,SBSP3,11213.216,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,21.056129017183856,17.010000228881836
265,2015,1455500.805032213,SBSP3,11711.569,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,17.086991872244734,18.93000030517578
266,2016,1146969.735700825,SBSP3,14098.208,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,26.917188782289802,28.790000915527344
267,2017,2345657.906500008,SBSP3,14608.233,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,31.932598406874288,34.33000183105469
268,2018,2202561.038600008,SBSP3,16085.094,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,29.468979551354234,31.5
269,2019,2203561.672085193,SBSP3,17983.654,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,47.95388661125894,60.560001373291016
270,2020,1630989.077,SBSP3,17797.541,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,683509869.0,50.6921052508026,44.439998626708984
271,2016,7435.458161232609,KEPL3,475.298,Kepler Weber S.A.,28085752.0,16.93208833870639,18.0
272,2017,10242.697334133729,KEPL3,578.375,Kepler Weber S.A.,28085752.0,21.64389764981007,19.530000686645508
273,2018,8801.74082044535,KEPL3,576.3,Kepler Weber S.A.,28085752.0,12.005918358783333,14.920000076293945
274,2019,7538.74867935584,KEPL3,583.465,Kepler Weber S.A.,26311971.0,19.602105322154426,29.450000762939453
275,2013,34605.7625100473,CYRE3,5371.882,Cyrela Brazil Realty S.A. Empreendimentos e Participações,497050380.0,16.71935481794419,14.399999618530273
276,2014,40169.3490075374,CYRE3,5817.927,Cyrela Brazil Realty S.A. Empreendimentos e Participações,470450672.0,13.118790311198081,11.0600004196167
277,2015,22859.139131424243,CYRE3,4341.184,Cyrela Brazil Realty S.A. Empreendimentos e Participações,461350600.0,9.987642274639471,7.5
278,2016,16022.764725349538,CYRE3,3195.31,Cyrela Brazil Realty S.A. Empreendimentos e Participações,464171244.0,9.81843379032181,10.270000457763672
279,2017,14979.07957994367,CYRE3,2673.77,Cyrela Brazil Realty S.A. Empreendimentos e Participações,465213610.0,12.60925196099469,13.220000267028809
280,2018,14937.37448525175,CYRE3,3146.157,Cyrela Brazil Realty S.A. Empreendimentos e Participações,466712705.0,13.100326518623197,15.470000267028809
281,2019,16504.958782540998,CYRE3,3930.822,Cyrela Brazil Realty S.A. Empreendimentos e Participações,384426304.0,21.20230771655496,29.690000534057617
282,2020,12706.918,CYRE3,3823.695,Cyrela Brazil Realty S.A. Empreendimentos e Participações,384503904.0,24.259514175445926,29.479999542236328
283,2016,197422.67268863806,COCE5,4097.446,Companhia Energética do Ceará - Coelce,77855299.0,41.73060241760499,49.9900016784668
284,2017,242366.92159589953,COCE5,4594.419,Companhia Energética do Ceará - Coelce,77855299.0,49.33696850453775,54.75
285,2018,225559.89251260197,COCE5,5102.244,Companhia Energética do Ceará - Coelce,77855299.0,48.76955116427675,48.0
286,2019,218125.9650057927,COCE5,5377.077,Companhia Energética do Ceará - Coelce,77855299.0,56.41676129792866,62.40999984741211
287,2013,143269.3522939152,RADL3,6207.168,Raia Drogasil S.A.,330386000.0,3.99495161060364,2.9560000896453857
288,2014,176045.5111027012,RADL3,7351.456,Raia Drogasil S.A.,1646430000.0,3.9109435494868987,5.070000171661377
289,2015,143540.6443006581,RADL3,8897.849,Raia Drogasil S.A.,1646430000.0,7.156788626337439,7.0960001945495605
290,2016,176824.73766051148,RADL3,11256.565,Raia Drogasil S.A.,1646684570.0,11.475783122112473,12.23799991607666
291,2017,234132.4827461543,RADL3,13212.505,Raia Drogasil S.A.,1648559230.0,14.227866142753541,18.360000610351562
292,2018,227889.8379970569,RADL3,14801.445,Raia Drogasil S.A.,1646697140.0,14.456587760302485,11.430000305175781
293,2019,31594.6502734526,RADL3,17565.6,Raia Drogasil S.A.,1648175690.0,16.34097976916232,22.327999114990234
294,2016,22220.97233322647,PNVL3,2128.732,Dimed S.A. Distribuidora de Medicamentos,136758390.0,12.993401050567627,22.299665451049805
295,2017,26989.2821594806,PNVL3,2258.246,Dimed S.A. Distribuidora de Medicamentos,136725390.0,18.23147341926691,13.333333015441895
296,2018,24459.390902264502,PNVL3,2432.246,Dimed S.A. Distribuidora de Medicamentos,136269390.0,11.97287534185722,10.333000183105469
297,2019,24051.5165272457,PNVL3,2724.68,Dimed S.A. Distribuidora de Medicamentos,135480390.0,13.830091896297047,19.633333206176758
298,2013,9049.262625917345,RSID3,2132.78,Rossi Residencial S.A.,16786068.0,78.9616935483871,51.0
299,2014,6000.7501802459365,RSID3,1537.823,Rossi Residencial S.A.,16737828.0,35.3713709615892,16.950000762939453
300,2015,3110.868424844514,RSID3,1226.141,Rossi Residencial S.A.,16737827.0,7.841666680041367,3.200000047683716
301,2016,1273.5312869938077,RSID3,538.002,Rossi Residencial S.A.,16737828.0,3.84257028380551,2.700000047683716
302,2017,830.6203146173802,RSID3,326.028,Rossi Residencial S.A.,16737828.0,7.136535436149657,7.190000057220459
303,2018,320.0090254081221,RSID3,148.724,Rossi Residencial S.A.,16801613.0,5.464693868403532,5.300000190734863
304,2019,117.02024570355434,RSID3,60.789,Rossi Residencial S.A.,16908256.0,4.622226713157376,9.119999885559082
305,2013,6663814.2469596425,EGIE3,5568.658,Engie Brasil Energia S.A.,815927740.0,28.670032301256732,28.75200080871582
306,2014,6485765.011182018,EGIE3,6472.496,Engie Brasil Energia S.A.,815927740.0,27.362451622563025,27.06399917602539
307,2015,6118160.857812592,EGIE3,6512.037,Engie Brasil Energia S.A.,815927740.0,27.339999989765445,26.79199981689453
308,2016,4811596.183134301,EGIE3,6442.371,Engie Brasil Energia S.A.,815927740.0,29.70303617423797,28.0
309,2017,4421925.543203096,EGIE3,7009.957,Engie Brasil Energia S.A.,815927740.0,28.413795185840037,28.408000946044922
310,2018,4353729.196995322,EGIE3,8794.792,Engie Brasil Energia S.A.,815927740.0,30.03168985016492,33.02000045776367
311,2019,5278134.868731253,EGIE3,9804.478,Engie Brasil Energia S.A.,815927740.0,43.859109268497356,50.79999923706055
312,2016,2996.1498592464914,BPAC3,9506.319,Banco BTG Pactual S.A.,9470732356.0,1.0949660539627075,1.0949660539627075
313,2017,2909.119999981173,BPAC3,5487.472,Banco BTG Pactual S.A.,9212429320.0,1.911171247129855,1.93047297000885
314,2018,1769.903214701722,BPAC3,3435.379,Banco BTG Pactual S.A.,10609623952.0,1.914168434860432,1.9757000207901
315,2019,2929.7324586360423,BPAC3,6918.594,Banco BTG Pactual S.A.,10583328352.0,5.176752983781807,9.52144718170166
316,2016,124020.4364679115,SAPR4,3477.525,Companhia de Saneamento do Paraná - SANEPAR,1511205519.0,1.9932660800386146,3.5833330154418945
317,2017,140814.7838738444,SAPR4,3869.401,Companhia de Saneamento do Paraná - SANEPAR,1511205519.0,3.7274405975041427,3.9000000953674316
318,2018,1096356.3927563215,SAPR4,4162.205,Companhia de Saneamento do Paraná - SANEPAR,1511205519.0,3.251768377849034,3.5666658878326416
319,2019,1166477.6785999704,SAPR4,4722.826,Companhia de Saneamento do Paraná - SANEPAR,1511205519.0,5.137840415784704,7.026666164398193
320,2013,39433.489522514705,DASA3,2447.782,Diagnósticos da América S.A.,315853956.0,12.109343474911105,14.55673885345459
321,2014,44550.7769741601,DASA3,2697.573,Diagnósticos da América S.A.,315960532.0,13.42743533272897,11.137504577636719
322,2015,32531.9224438822,DASA3,2794.399,Diagnósticos da América S.A.,316099259.0,9.807802576359695,10.097738265991211
323,2016,34269.9795166134,DASA3,3040.775,Diagnósticos da América S.A.,315219725.0,14.481435465695235,17.70603370666504
324,2017,43089.342633152,DASA3,3399.308,Diagnósticos da América S.A.,317101918.0,24.534574011097785,27.0
325,2018,39485.8246906351,DASA3,3933.451,Diagnósticos da América S.A.,317026917.0,27.014766372252847,27.0
326,2019,38804.7349586678,DASA3,4364.585,Diagnósticos da América S.A.,320154822.0,34.385684204101565,57.709999084472656
327,2019,1544816.0,NEOE3,28461.0,Neoenergia S.A.,1213797248.0,20.620158649626234,24.8799991607666
328,2020,1309536.0,NEOE3,31989.0,Neoenergia S.A.,1213797248.0,19.62676114688518,17.6200008392334
329,2013,475103.98050455295,CGAS5,6336.641,Companhia de Gás de São Paulo - COMGÁS,119822797.0,55.92911526464647,58.07435989379883
330,2014,453949.46276812,CGAS5,6387.103,Companhia de Gás de São Paulo - COMGÁS,121870985.0,50.51239232094057,48.652854919433594
331,2015,316006.4101828617,CGAS5,6597.017,Companhia de Gás de São Paulo - COMGÁS,124009000.0,43.97732205894904,39.55754470825195
332,2016,257410.5120095446,CGAS5,5657.246,Companhia de Gás de São Paulo - COMGÁS,127313301.0,45.46301237359104,45.85078811645508
333,2017,261300.3141683439,CGAS5,5537.857,Companhia de Gás de São Paulo - COMGÁS,130038279.0,49.94224174379364,59.97576904296875
334,2018,276525.9437872464,CGAS5,6840.011,Companhia de Gás de São Paulo - COMGÁS,132023251.0,57.80313962041115,58.748470306396484
335,2019,331614.0804578986,CGAS5,9514.222,Companhia de Gás de São Paulo - COMGÁS,132520587.0,86.85986680131617,142.4600067138672
336,2013,530875.0610000263,KLBN4,4599.337,Klabin S.A.,4437848980.0,2.4820161336852657,2.4519999027252197
337,2014,574845.916200042,KLBN4,4893.882,Klabin S.A.,4579289565.0,2.3484197575368997,2.240000009536743
338,2015,567680.814499914,KLBN4,5687.589,Klabin S.A.,4582211590.0,2.240000009536743,2.240000009536743
339,2016,757065.8790000328,KLBN4,7090.798,Klabin S.A.,4578764640.0,2.609047610743516,2.8499999046325684
340,2017,815388.931100002,KLBN4,8373.378,Klabin S.A.,4632439080.0,2.9872441010212336,3.140000104904175
341,2018,756742.948275083,KLBN4,10016.461,Klabin S.A.,5263208420.0,3.195265307718394,2.8299999237060547
342,2019,809561.2261999706,KLBN4,10271.839,Klabin S.A.,5270178215.0,3.081578950650296,3.549999952316284
343,2017,33436.519602887,VULC3,1263.082,Vulcabras Azaleia S.A.,280756346.0,6.518740163074703,9.100000381469727
344,2018,29481.79915403908,VULC3,1248.963,Vulcabras Azaleia S.A.,280756346.0,7.43024488955128,7.099999904632568
345,2019,29378.319415182188,VULC3,1359.985,Vulcabras Azaleia S.A.,280756346.0,7.33769228969991,9.199999809265137
346,2016,1835.174857065485,ABCB4,1285.8,Banco ABC Brasil S.A.,178043795.0,11.765318001130499,13.461194038391113
347,2017,1959.551579071423,ABCB4,966.842,Banco ABC Brasil S.A.,193826491.0,16.908099989252765,16.891746520996094
348,2018,1970.043196079766,ABCB4,870.437,Banco ABC Brasil S.A.,208665751.0,16.419273633373027,16.757701873779297
349,2019,654.1284323943,ABCB4,1082.738,Banco ABC Brasil S.A.,215187488.0,18.578704494213767,20.190000534057617
350,2013,677546.5714841939,CPFE3,14633.856,CPFL Energia S.A.,1017927610.0,19.330038893607355,18.046512603759766
351,2014,1183868.7741999421,CPFE3,17305.942,CPFL Energia S.A.,1017927610.0,18.010661305919772,18.340097427368164
352,2015,1307266.233316854,CPFE3,20599.212,CPFL Energia S.A.,1017922784.0,17.314216679673855,14.8086576461792
353,2016,783023.863803699,CPFE3,19112.089,CPFL Energia S.A.,1017914746.0,20.801793703592445,25.209999084472656
354,2017,1183250.250700014,CPFE3,26744.905,CPFL Energia S.A.,1017914746.0,25.755157493230865,19.350000381469727
355,2018,1042471.705249984,CPFE3,28136.627,CPFL Energia S.A.,1017914746.0,23.453999982561385,28.850000381469727
356,2019,784637.820549989,CPFE3,29932.474,CPFL Energia S.A.,1152254440.0,31.210526416176243,35.54999923706055
357,2013,3202077.79479998,JBSS3,92902.798,JBS S.A.,2867542344.0,7.155040335270666,8.770000457763672
358,2014,7306250.027199971,JBSS3,120469.719,JBS S.A.,2894749826.0,8.93903225275778,11.149999618530273
359,2015,6225079.62720004,JBSS3,162914.526,JBS S.A.,2856857505.0,14.359471549832724,12.350000381469727
360,2016,8298379.7354000695,JBSS3,170380.526,JBS S.A.,2718232194.0,10.708192733396967,11.399999618530273
361,2017,7831494.05620009,JBSS3,163169.981,JBS S.A.,2728747412.0,9.096535425486527,9.8100004196167
362,2018,5900070.47179997,JBSS3,181680.244,JBS S.A.,2713144447.0,9.671959207495865,11.59000015258789
363,2019,6209095.92039993,JBSS3,204523.575,JBS S.A.,2665040729.0,22.6085019980365,25.799999237060547
364,2013,1457742.4681443297,CSAN3,4586.209,Cosan S.A.,440239977.0,9.753799050085005,8.794100761413574
365,2013,1457742.4681443297,CSAN3,8118.038,Cosan S.A.,440239977.0,9.753799050085005,8.794100761413574
366,2013,1457742.4681443297,CSAN3,6128.828,Cosan S.A.,440239977.0,9.753799050085005,8.794100761413574
367,2014,299078.2801800871,CSAN3,8146.863,Cosan S.A.,442336977.0,8.3171554976894,7.212500095367432
368,2015,1164239.8887093812,CSAN3,8349.181,Cosan S.A.,442336977.0,6.16548781472493,6.300000190734863
369,2016,1221761.3003906533,CSAN3,7541.793,Cosan S.A.,1660227419.0,8.331686741855728,9.537500381469727
370,2017,199542.98977098436,CSAN3,7670.777,Cosan S.A.,2069098792.0,9.349596496642105,10.375
371,2018,735853.6491367598,CSAN3,10289.935,Cosan S.A.,1570064328.0,9.467316283011924,8.364999771118164
372,2019,738755.2608316554,CSAN3,13560.445,Cosan S.A.,1551856436.0,12.519392716257196,17.392499923706055
373,2013,1726.321893861481,CIEL3,6734.24,Cielo S.A.,2714999506.0,16.164714540204695,18.995948791503906
374,2014,2700.137207354392,CIEL3,7725.578,Cielo S.A.,2706495526.0,22.610023083225375,24.114582061767578
375,2015,4552.145199937778,CIEL3,11122.314,Cielo S.A.,2709642585.0,26.781122393724395,23.326387405395508
376,2016,4699.4600299405065,CIEL3,12300.784,Cielo S.A.,2711548614.0,26.07511108275877,23.241666793823242
377,2017,3893.733309380651,CIEL3,11600.341,Cielo S.A.,2713932157.0,23.19709965563196,23.520000457763672
378,2018,4519.0740097168555,CIEL3,11685.85,Cielo S.A.,2714233626.0,16.922571462514448,8.890000343322754
379,2019,6053.077012167924,CIEL3,11353.842,Cielo S.A.,2712706761.0,8.39910930757098,8.369999885559082
380,2016,151172.3872200847,MGLU3,9508.745,Magazine Luiza S.A.,5509282048.0,0.20049103165426888,0.41472598910331726
381,2017,204724.51760921642,MGLU3,11984.25,Magazine Luiza S.A.,6047657984.0,1.3569409225400038,2.5068750381469727
382,2018,231903.3706710521,MGLU3,15590.444,Magazine Luiza S.A.,6050469600.0,3.76518346338856,5.6584367752075195
383,2019,254429.1509462157,MGLU3,19886.31,Magazine Luiza S.A.,6486410224.0,7.705362991765443,11.925000190734863
384,2017,3794027.2629589876,CAML3,4947.73,Camil Alimentos S.A.,410051876.0,8.185522385497592,7.829999923706055
385,2018,4058293.865020833,CAML3,4662.94,Camil Alimentos S.A.,404230305.0,7.323673474058813,7.050000190734863
386,2019,3440194.672455944,CAML3,4748.825,Camil Alimentos S.A.,370000000.0,7.07380567002393,9.010000228881836
387,2017,52422.1838233311,PFRM3,4100.711,Profarma Distribuidora de Produtos Farmacêuticos S.A.,75108222.0,8.42142627550208,7.127604007720947
388,2018,47669.516650962105,PFRM3,4271.127,Profarma Distribuidora de Produtos Farmacêuticos S.A.,122610573.0,5.282434011965382,3.930000066757202
389,2019,46271.2792341603,PFRM3,4801.292,Profarma Distribuidora de Produtos Farmacêuticos S.A.,122610573.0,4.267773287498999,6.46999979019165
390,2016,256500.39471976,FESA4,1096.154,Cia de Ferro Ligas da Bahia - FERBASA,85096700.0,7.648112456003825,7.760000228881836
391,2017,287238.130772555,FESA4,1108.722,Cia de Ferro Ligas da Bahia - FERBASA,85096700.0,12.626535460704893,20.469999313354492
392,2018,316152.435969851,FESA4,1381.056,Cia de Ferro Ligas da Bahia - FERBASA,85096700.0,20.79987755600287,20.450000762939453
393,2019,245760.477765225,FESA4,1279.55,Cia de Ferro Ligas da Bahia - FERBASA,85096700.0,20.97846150880883,20.010000228881836
394,2016,49436.5694315936,GRND3,2045.115,Grendene S.A.,902160000.0,5.682743984053891,5.860000133514404
395,2017,61764.070074731804,GRND3,2251.972,Grendene S.A.,902137371.0,8.266469474852554,9.483332633972168
396,2018,55081.1842923206,GRND3,2333.452,Grendene S.A.,900255000.0,8.284271981764812,8.199999809265137
397,2019,8811.41471724341,GRND3,2071.034,Grendene S.A.,902030000.0,8.579392734326815,12.279999732971191
398,2013,3370.88707556704,TRPL4,981.168,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,610646260.0,8.29677269727953,6.6732988357543945
399,2014,3695.59363901117,TRPL4,1102.788,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,645037820.0,7.474805678090742,10.364344596862793
400,2015,2254.465100038517,TRPL4,1287.13,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,645037820.0,10.249787923766345,11.413267135620117
401,2016,12872.81032411611,TRPL4,7785.616,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,658883304.0,14.665954398342883,16.217500686645508
402,2017,5049.4191382279405,TRPL4,2701.193,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,658883304.0,16.515836606814165,16.725000381469727
403,2018,4969.06500996408,TRPL4,3184.654,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,658883304.0,15.985040835944973,17.295000076293945
404,2019,4488.40881182384,TRPL4,3331.862,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,658883304.0,22.134797578881145,22.579999923706055
405,2016,6054.001925619201,VLID3,1723.85,Valid Soluções S.A.,71146975.0,28.225337078293645,22.39090919494629
406,2017,23428.4522550982,VLID3,1574.474,Valid Soluções S.A.,70513000.0,19.197585117204387,18.540000915527344
407,2018,22373.311565948068,VLID3,1734.312,Valid Soluções S.A.,70404542.0,17.41791836485571,18.0
408,2019,24184.1088788111,VLID3,2007.962,Valid Soluções S.A.,70304542.0,15.844858335579938,16.979999542236328
409,2013,57584.542765593564,CCRO3,6016.558,CCR S.A.,1901296004.0,18.707338779203354,17.770000457763672
410,2014,65762.4249266711,CCRO3,7397.194,CCR S.A.,1901296004.0,17.335322572338967,15.40999984741211
411,2015,71725.3782437176,CCRO3,8478.865,CCR S.A.,1901296004.0,14.66186990582846,12.550000190734863
412,2016,63481.1684828591,CCRO3,9996.067,CCR S.A.,1901296004.0,15.45373490728049,15.960000038146973
413,2017,78600.1382719043,CCRO3,10560.997,CCR S.A.,2155708804.0,17.186535403484434,16.149999618530273
414,2018,79850.43188751739,CCRO3,9715.859,CCR S.A.,2155708804.0,11.521469392581862,11.199999809265137
415,2019,82274.4893031336,CCRO3,10590.811,CCR S.A.,2155708804.0,14.81056674385843,18.979999542236328
416,2013,944941.66724999,MRFG3,18752.376,Marfrig Global Foods S.A.,520281458.0,6.9997983930572385,4.0
417,2014,848779.922600064,MRFG3,15208.758,Marfrig Global Foods S.A.,520326254.0,5.456612910955183,6.110000133514404
418,2015,677301.465749965,MRFG3,19549.362,Marfrig Global Foods S.A.,520688855.0,5.377195120826969,6.349999904632568
419,2016,612960.066800019,MRFG3,18828.356,Marfrig Global Foods S.A.,521299473.0,5.929598394646702,6.610000133514404
420,2017,211154.03484381788,MRFG3,10127.696,Marfrig Global Foods S.A.,620959696.0,6.617086611394807,7.320000171661377
421,2018,189404.7359812572,MRFG3,29715.176,Marfrig Global Foods S.A.,620218975.0,6.790775507323596,5.460000038146973
422,2019,673082.951199893,MRFG3,48761.057,Marfrig Global Foods S.A.,702269453.0,7.901295544164866,9.960000038146973
423,2013,53482.054679369,ECOR3,2639.059,EcoRodovias Infraestrutura e Logística S.A.,557908325.0,16.101491928100586,14.800000190734863
424,2014,22830.21900002308,ECOR3,2937.001,EcoRodovias Infraestrutura e Logística S.A.,556911088.0,12.913991939636968,10.510000228881836
425,2015,18435.01319996525,ECOR3,2735.719,EcoRodovias Infraestrutura e Logística S.A.,556466088.0,7.77934960427323,5.090000152587891
426,2016,12544.000000032469,ECOR3,2828.996,EcoRodovias Infraestrutura e Logística S.A.,556466088.0,7.248072289080026,8.239999771118164
427,2017,10852.95842933687,ECOR3,3066.359,EcoRodovias Infraestrutura e Logística S.A.,556466088.0,10.38370078755176,12.300000190734863
428,2018,14112.55746838726,ECOR3,3169.267,EcoRodovias Infraestrutura e Logística S.A.,556462588.0,8.884979596429941,9.380000114440918
429,2019,32309.63989761512,ECOR3,3952.889,EcoRodovias Infraestrutura e Logística S.A.,556462588.0,11.586801594568168,16.299999237060547
430,2018,32296.9606218496,STBP3,921.515,Santos Brasil Participações S.A.,662573514.0,3.213714283339831,4.230000019073486
431,2019,33515.35614880652,STBP3,972.594,Santos Brasil Participações S.A.,667578655.0,5.298178098462372,8.180000305175781
432,2013,11863646.895527994,USIM5,12829.467,Usinas Siderúrgicas de Minas Gerais S.A.,987199178.0,10.381209659960962,14.210000038146973
433,2014,17141627.262910828,USIM5,11741.629,Usinas Siderúrgicas de Minas Gerais S.A.,987553806.0,8.394153204656416,5.050000190734863
434,2015,12007818.129999993,USIM5,10185.57,Usinas Siderúrgicas de Minas Gerais S.A.,987553806.0,3.954999998333008,1.5499999523162842
435,2016,11551508.410929346,USIM5,8454.2,Usinas Siderúrgicas de Minas Gerais S.A.,1226846724.0,2.661405623198513,4.099999904632568
436,2017,7146228.923124984,USIM5,10734.118,Usinas Siderúrgicas de Minas Gerais S.A.,1226846724.0,6.1491732278208096,9.100000381469727
437,2018,7266361.949999987,USIM5,13736.78,Usinas Siderúrgicas de Minas Gerais S.A.,1229301635.0,9.629428598832112,9.220000267028809
438,2019,7934878.357471174,USIM5,14948.719,Usinas Siderúrgicas de Minas Gerais S.A.,1229501053.0,8.73668016981982,9.510000228881836
439,2013,6166.19221951199,PSSA3,13457.688,Porto Seguro S.A.,341293030.0,26.272500015074208,29.75
440,2014,5671.592799979149,PSSA3,15629.417,Porto Seguro S.A.,341293030.0,31.14887099881326,30.399999618530273
441,2015,6735.94129766048,PSSA3,17107.017,Porto Seguro S.A.,341293030.0,34.03857728136264,28.790000915527344
442,2016,8645.83886102587,PSSA3,17255.364,Porto Seguro S.A.,341293030.0,27.53072292833443,26.899999618530273
443,2017,12163.966312467961,PSSA3,18729.569,Porto Seguro S.A.,341293030.0,32.162441043403206,36.33000183105469
444,2018,5233.094999954,PSSA3,19347.718,Porto Seguro S.A.,341293030.0,48.342612254862885,52.150001525878906
445,2019,4865.04180003696,PSSA3,19816.225,Porto Seguro S.A.,340917630.0,55.43971669432605,62.7400016784668
446,2013,8884733.72941936,ENEV3,1438.831,Eneva S.A.,7025244.0,102.0764769277265,42.779090881347656
447,2014,5987536.123659754,ENEV3,1798.092,Eneva S.A.,8401061.0,19.69678016247288,5.703877925872803
448,2015,7779078.916002317,ENEV3,1518.633,Eneva S.A.,161769820.0,4.135394091528606,3.5
449,2016,8014311.730604085,ENEV3,2160.983,Eneva S.A.,956513720.0,3.182750997773136,2.9749999046325684
450,2017,6864315.422260865,ENEV3,2721.773,Eneva S.A.,1259961996.0,3.416968497704333,3.4749999046325684
451,2018,9311723.918827664,ENEV3,3129.107,Eneva S.A.,1259961996.0,3.3627142867263484,4.022500038146973
452,2019,5724002.766633285,ENEV3,3137.369,Eneva S.A.,1261932724.0,6.321497969299193,10.922499656677246
453,2013,3626736.954100027,GOLL4,8956.212,Gol Linhas Aéreas Inteligentes S.A.,276712443.0,10.69548386527646,10.479999542236328
454,2014,3674035.070900021,GOLL4,10066.214,Gol Linhas Aéreas Inteligentes S.A.,283167403.0,12.559112879537768,15.180000305175781
455,2015,2587626.186654289,GOLL4,9778.007,Gol Linhas Aéreas Inteligentes S.A.,345689343.0,6.867601630164356,2.5199999809265137
456,2016,3349489.964599854,GOLL4,9720.497,Gol Linhas Aéreas Inteligentes S.A.,346310872.0,4.1681124517716555,4.619999885559082
457,2017,3317937.9616999747,GOLL4,10329.034,Gol Linhas Aéreas Inteligentes S.A.,347439102.0,10.277470339899478,14.600000381469727
458,2018,3395463.9360000375,GOLL4,11411.354,Gol Linhas Aéreas Inteligentes S.A.,348766043.0,16.202653071345114,25.100000381469727
